config_id,iteration,seed,rule_kl_coef,entropy_coef,lr,approx_kl,clip_fraction,entropy,rule_kl,rule_agreement,neural_delta_abs_mean,neural_delta_abs_max,top1_action_changed_rate,rank_pt,fourth_rate,deal_in_rate,batch_size,episode_count,illegal_action_rate,fallback_rate,forced_terminal_missed
29,2,23180425,0.01,0.001,0.0003,8.898258518907909e-11,0.0,1.4685771465301514,-6.864127044536872e-10,1.0,0.0008258278830908239,0.0014810439897701144,0.0,-1.5,1.0,0.0,28,2,0.0,0.0,0
30,0,23260425,0.01,0.005,3e-05,0.0,0.0,1.4939420223236084,-3.4877860599635824e-08,1.0,2.087739994749427e-05,4.110582449357025e-05,0.0,-0.25,0.5,0.0,35,2,0.0,0.0,0
30,1,23270425,0.01,0.005,3e-05,6.926403894880195e-14,0.0,1.323593020439148,2.956230105155555e-08,1.0,1.3682833923667204e-05,4.3273994378978387e-05,0.0,0.75,0.0,0.0,32,2,0.0,0.0,0
30,2,23280425,0.01,0.005,3e-05,4.1267401822142613e-13,0.0,1.4293664693832397,-2.0088547714181004e-08,1.0,2.3170534404926002e-05,7.01016397215426e-05,0.0,-0.25,0.5,0.0,27,2,0.0,0.0,0
31,0,23360425,0.01,0.005,0.0001,0.0,0.0,1.5853937864303589,-1.688821171796917e-08,1.0,0.0001382916234433651,0.00024609992397017777,0.0,-0.5,0.5,0.0,21,2,0.0,0.0,0
31,1,23370425,0.01,0.005,0.0001,1.6644781256416885e-12,0.0,1.5258352756500244,-1.301798757680217e-08,1.0,0.00022009504027664661,0.0004097812343388796,0.0,0.75,0.0,0.0,28,2,0.0,0.0,0
31,2,23380425,0.01,0.005,0.0001,9.73164691192574e-12,0.0,1.340844750404358,-7.31166416301221e-09,1.0,0.00026123266434296966,0.0005507831228896976,0.0,-0.5,0.5,0.0,25,2,0.0,0.0,0
32,0,23460425,0.01,0.005,0.0003,0.0,0.0,1.338140845298767,-1.355070367026201e-08,1.0,0.00024496758123859763,0.000462601485196501,0.0,0.75,0.0,0.0,32,2,0.0,0.0,0
32,1,23470425,0.01,0.005,0.0003,8.607581661324026e-12,0.0,1.439211130142212,-2.2080586248307554e-08,1.0,0.0002693177084438503,0.0006036031991243362,0.0,0.5,0.0,0.0,29,2,0.0,0.0,0
32,2,23480425,0.01,0.005,0.0003,4.921356031029056e-11,0.0,1.2184592485427856,1.4990011010240778e-08,1.0,0.0004044717352371663,0.0007818618323653936,0.0,1.0,0.0,0.0,36,2,0.0,0.0,0
33,0,23560425,0.01,0.01,3e-05,0.0,0.0,1.3747309446334839,-3.235163692494325e-09,1.0,7.610917236888781e-06,2.198719812440686e-05,0.0,-0.5,0.5,0.0,25,2,0.0,0.0,0
33,1,23570425,0.01,0.01,3e-05,1.7725285215292041e-13,0.0,1.351231575012207,4.8418518083792605e-09,1.0,1.1585362699406687e-05,4.715548493550159e-05,0.0,0.75,0.0,0.0,29,2,0.0,0.0,0
33,2,23580425,0.01,0.01,3e-05,3.2440001206113234e-13,0.0,1.3563646078109741,1.4031551920368202e-08,1.0,2.6060943127959035e-05,8.0645433627069e-05,0.0,-0.25,0.5,0.0,31,2,0.0,0.0,0
34,0,23660425,0.01,0.01,0.0001,0.0,0.0,1.2726510763168335,-1.576400676661649e-09,1.0,3.232913149986416e-05,8.818581409286708e-05,0.0,-0.25,0.5,0.0,24,2,0.0,0.0,0
34,1,23670425,0.01,0.01,0.0001,4.729958612281759e-12,0.0,1.5152695178985596,-8.67105853785688e-09,1.0,5.9516954934224486e-05,0.00021757590002380311,0.0,-1.5,1.0,0.0,25,2,0.0,0.0,0
34,2,23680425,0.01,0.01,0.0001,3.8371896805833305e-12,0.0,1.564598560333252,-1.8153590630731742e-08,1.0,6.700730591546744e-05,0.0002171751402784139,0.0,-0.25,0.5,0.0,36,2,0.0,0.0,0
35,0,23760425,0.01,0.01,0.0003,0.0,0.0,1.4820938110351562,-6.505325700345566e-08,1.0,0.00032662582816556096,0.0006113536655902863,0.0,-0.25,0.5,0.0,34,2,0.0,0.0,0
35,1,23770425,0.01,0.01,0.0003,1.7384973668987946e-11,0.0,1.5138206481933594,-1.7719534284310612e-08,1.0,0.000653079419862479,0.0010493460576981306,0.0,-0.25,0.5,0.0,27,2,0.0,0.0,0
35,2,23780425,0.01,0.01,0.0003,6.120118301033983e-11,0.0,1.467685341835022,1.61249751329251e-08,1.0,0.0008800506475381553,0.001279474119655788,0.0,-0.25,0.5,0.0,31,2,0.0,0.0,0
36,0,23860425,0.02,0.0,3e-05,0.0,0.0,1.4674160480499268,-1.2116402103856672e-08,1.0,2.406581916147843e-05,5.2113231504336e-05,0.0,0.5,0.0,0.0,20,2,0.0,0.0,0
36,1,23870425,0.02,0.0,3e-05,3.722470465553074e-13,0.0,1.4498045444488525,-1.2130561444223531e-08,1.0,1.2778597920259926e-05,6.155762821435928e-05,0.0,0.75,0.0,0.0,31,2,0.0,0.0,0
36,2,23880425,0.02,0.0,3e-05,1.4323596562310081e-12,0.0,1.5385175943374634,-1.0654334303694668e-08,1.0,1.9767046978813596e-05,6.36338590993546e-05,0.0,0.75,0.0,0.0,31,2,0.0,0.0,0
37,0,23960425,0.02,0.0,0.0001,0.0,0.0,1.3566558361053467,8.395025785645771e-10,1.0,5.547062755795196e-05,0.00013897070311941206,0.0,0.75,0.0,0.0,35,2,0.0,0.0,0
37,1,23970425,0.02,0.0,0.0001,2.1972851056012432e-12,0.0,1.604597568511963,-6.88850434471533e-08,1.0,0.0001942146336659789,0.00034834627876989543,0.0,-0.5,0.5,0.0,13,2,0.0,0.0,0
37,2,23980425,0.02,0.0,0.0001,1.0925645804737982e-11,0.0,1.4421449899673462,1.136134741841488e-08,1.0,0.00038936949567869306,0.0006422980804927647,0.0,0.75,0.0,0.0,30,2,0.0,0.0,0
38,0,24060425,0.02,0.0,0.0003,0.0,0.0,1.2416118383407593,-3.090921651960343e-08,1.0,7.985022239154205e-05,0.00031421694438904524,0.0,-0.25,0.5,0.0,35,2,0.0,0.0,0
38,1,24070425,0.02,0.0,0.0003,5.705442368553193e-11,0.0,1.3729939460754395,1.0220466251098514e-08,1.0,0.00015425508900079876,0.0007543349638581276,0.0,-0.25,0.5,0.0,29,2,0.0,0.0,0
38,2,24080425,0.02,0.0,0.0003,3.4537608883944415e-10,0.0,1.4030234813690186,3.041942475690007e-09,1.0,0.00021952958195470273,0.001177923521026969,0.0,-0.25,0.5,0.0,31,2,0.0,0.0,0
39,0,24160425,0.02,0.001,3e-05,0.0,0.0,1.4939895868301392,-3.7763300042570336e-08,1.0,2.8901542464154772e-05,7.041446951916441e-05,0.0,0.75,0.0,0.0,24,2,0.0,0.0,0
39,1,24170425,0.02,0.001,3e-05,4.887448545919451e-14,0.0,1.466584324836731,-3.058193698279865e-08,1.0,4.199195245746523e-05,8.106345921987668e-05,0.0,-0.5,0.5,0.0,18,2,0.0,0.0,0
39,2,24180425,0.02,0.001,3e-05,1.0339876876800172e-13,0.0,1.420320987701416,4.0745362639427185e-10,1.0,6.529418169520795e-05,0.00012192186113679782,0.0,0.75,0.0,0.0,36,2,0.0,0.0,0
40,0,24260425,0.02,0.001,0.0001,0.0,0.0,1.548169732093811,-4.9263295665014084e-08,1.0,3.3445416192989796e-05,0.0001464744855184108,0.0,-0.5,0.5,0.0,23,2,0.0,0.0,0
40,1,24270425,0.02,0.001,0.0001,3.567067214521602e-12,0.0,1.3679274320602417,1.5118741814035275e-08,1.0,7.575864583486691e-05,0.0002928122703451663,0.0,-0.5,0.5,0.0,28,2,0.0,0.0,0
40,2,24280425,0.02,0.001,0.0001,8.13499267948714e-12,0.0,1.4619685411453247,-8.24938251042795e-09,1.0,0.0001055774773703888,0.0003884689067490399,0.0,-0.5,0.5,0.0,24,2,0.0,0.0,0
41,0,24360425,0.02,0.001,0.0003,0.0,0.0,1.2993930578231812,-1.6483046039184046e-08,1.0,0.0007865955703891814,0.001291372929699719,0.0,-0.25,0.5,0.0,25,2,0.0,0.0,0
41,1,24370425,0.02,0.001,0.0003,3.86896695236949e-11,0.0,1.369946002960205,-2.0326378802337786e-08,1.0,0.0011650598607957363,0.0019257769454270601,0.0,-0.5,0.5,0.0,18,2,0.0,0.0,0
41,2,24380425,0.02,0.001,0.0003,2.632240536648567e-10,0.0,1.509622573852539,-1.8499784815162457e-08,1.0,0.0014714599819853902,0.002334707183763385,0.0,-0.25,0.5,0.0,32,2,0.0,0.0,0
42,0,24460425,0.02,0.005,3e-05,0.0,0.0,1.3211958408355713,1.6728996854453726e-08,1.0,5.6856039009289816e-05,9.397259418619797e-05,0.0,-1.5,1.0,0.0,31,2,0.0,0.0,0
42,1,24470425,0.02,0.005,3e-05,3.969311587314478e-13,0.0,1.3347011804580688,2.970725887507797e-08,1.0,0.00010625294089550152,0.0001559504889883101,0.0,-0.5,0.5,0.0,21,2,0.0,0.0,0
42,2,24480425,0.02,0.005,3e-05,2.3748939013273906e-12,0.0,1.3561495542526245,-3.7388012685823924e-08,1.0,0.00011777086183428764,0.00017883953114505857,0.0,-0.5,0.5,0.0,28,2,0.0,0.0,0
43,0,24560425,0.02,0.005,0.0001,0.0,0.0,1.4640569686889648,5.54493206905704e-09,1.0,3.43112442351412e-05,9.67794403550215e-05,0.0,-0.5,0.5,0.0,23,2,0.0,0.0,0
43,1,24570425,0.02,0.005,0.0001,1.6005344835937074e-12,0.0,1.313086986541748,-1.9925968430811736e-08,1.0,7.46072837500833e-05,0.00023399437486659735,0.0,1.0,0.0,0.0,36,2,0.0,0.0,0
43,2,24580425,0.02,0.005,0.0001,6.540126513271405e-12,0.0,1.5553338527679443,-3.680427695940125e-08,1.0,9.422309085493907e-05,0.0002583241439424455,0.0,-0.25,0.5,0.0,36,2,0.0,0.0,0
44,0,24660425,0.02,0.005,0.0003,0.0,0.0,1.526159405708313,2.1468875566199586e-09,1.0,0.0002959345292765647,0.0006615737220272422,0.0,1.0,0.0,0.0,36,2,0.0,0.0,0
44,1,24670425,0.02,0.005,0.0003,7.624550990570356e-11,0.0,1.3429415225982666,-2.2199239779752133e-08,1.0,0.00029024260584264994,0.00073352234903723,0.0,-0.25,0.5,0.0,35,2,0.0,0.0,0
44,2,24680425,0.02,0.005,0.0003,1.1137601257926733e-10,0.0,1.5624665021896362,-4.831625322054833e-09,1.0,0.00033128316863439977,0.0008204367477446795,0.0,-1.5,1.0,0.0,27,2,0.0,0.0,0
45,0,24760425,0.02,0.01,3e-05,0.0,0.0,1.301915168762207,-2.8835719589892506e-08,1.0,2.0805984604521655e-05,4.452809662325308e-05,0.0,-0.25,0.5,0.0,31,2,0.0,0.0,0
45,1,24770425,0.02,0.01,3e-05,1.8013267743741124e-12,0.0,1.5102614164352417,-3.459736319655349e-08,1.0,2.776875044219196e-05,5.492058699019253e-05,0.0,0.5,0.0,0.0,22,2,0.0,0.0,0
45,2,24780425,0.02,0.01,3e-05,2.2652619797308704e-12,0.0,1.372969627380371,-1.6372546651766129e-09,1.0,2.9306482247193344e-05,7.158114021876827e-05,0.0,1.0,0.0,0.0,36,2,0.0,0.0,0
46,0,24860425,0.02,0.01,0.0001,0.0,0.0,1.346064567565918,-1.3802005760510383e-08,1.0,3.435647886362858e-05,0.00010246405872749165,0.0,-0.5,0.5,0.0,29,2,0.0,0.0,0
46,1,24870425,0.02,0.01,0.0001,2.028982450802408e-12,0.0,1.4328227043151855,-7.836550963702393e-09,1.0,3.507709698169492e-05,0.0001222352439071983,0.0,0.5,0.0,0.0,29,2,0.0,0.0,0
46,2,24880425,0.02,0.01,0.0001,6.398923925454714e-12,0.0,1.4639972448349,-3.1532202626749495e-08,1.0,9.083648910745978e-05,0.0002869334421120584,0.0,0.5,0.0,0.0,21,2,0.0,0.0,0
47,0,24960425,0.02,0.01,0.0003,0.0,0.0,1.2281572818756104,3.75441677746835e-09,1.0,0.0006890801596455276,0.0011190176010131836,0.0,0.5,0.0,0.0,20,2,0.0,0.0,0
47,1,24970425,0.02,0.01,0.0003,1.963016693640185e-10,0.0,1.5368826389312744,-1.9395928418930453e-08,1.0,0.0009986689547076821,0.002326261019334197,0.0,0.75,0.0,0.0,26,2,0.0,0.0,0
47,2,24980425,0.02,0.01,0.0003,5.727088803197944e-10,0.0,1.4772571325302124,3.5979121904006206e-09,1.0,0.001407149131409824,0.002461944008246064,0.0,-1.5,1.0,0.0,25,2,0.0,0.0,0
48,0,25060425,0.05,0.0,3e-05,0.0,0.0,1.5270280838012695,-5.5844509461167036e-08,1.0,1.4484277926385403e-05,6.014543760102242e-05,0.0,-0.5,0.5,0.0,24,2,0.0,0.0,0
48,1,25070425,0.05,0.0,3e-05,2.1139951768278653e-12,0.0,1.3744797706604004,-4.438401202122577e-09,1.0,1.878619696071837e-05,6.106191722210497e-05,0.0,-0.25,0.5,0.0,34,2,0.0,0.0,0
48,2,25080425,0.05,0.0,3e-05,1.4269099140110098e-12,0.0,1.5259767770767212,-3.089053279836662e-08,1.0,2.3005193725111894e-05,8.872662874637172e-05,0.0,-0.25,0.5,0.0,26,2,0.0,0.0,0
49,0,25160425,0.05,0.0,0.0001,0.0,0.0,1.3972094058990479,1.5435591693702122e-09,1.0,0.00020985420269425958,0.00028968063998036087,0.0,-0.25,0.5,0.0,31,2,0.0,0.0,0
49,1,25170425,0.05,0.0,0.0001,3.2947275550171407e-12,0.0,1.4128631353378296,-5.051523199739449e-09,1.0,0.000314755568979308,0.00046367236063815653,0.0,-0.25,0.5,0.0,30,2,0.0,0.0,0
49,2,25180425,0.05,0.0,0.0001,7.029383325418692e-11,0.0,1.530449390411377,-1.867520138532086e-09,1.0,0.0004472770378924906,0.0006933124386705458,0.0,-0.25,0.5,0.0,25,2,0.0,0.0,0
50,0,25260425,0.05,0.0,0.0003,0.0,0.0,1.3997763395309448,1.7532862661706616e-10,1.0,0.0003634776803664863,0.0008038959349505603,0.0,0.5,0.0,0.0,29,2,0.0,0.0,0
50,1,25270425,0.05,0.0,0.0003,7.879957103495983e-11,0.0,1.4843642711639404,-5.432896088564121e-08,1.0,0.00045570271322503686,0.0011578628327697515,0.0,-0.5,0.5,0.0,22,2,0.0,0.0,0
50,2,25280425,0.05,0.0,0.0003,1.3038820023680842e-10,0.0,1.4773814678192139,-1.8507520849198045e-08,1.0,0.000723407487384975,0.0015996417496353388,0.0,-1.5,1.0,0.0,29,2,0.0,0.0,0
51,0,25360425,0.05,0.001,3e-05,0.0,0.0,1.2668108940124512,2.5840476425287306e-08,1.0,1.7082353224395774e-05,4.892588913207874e-05,0.0,-1.5,1.0,0.0,21,2,0.0,0.0,0
51,1,25370425,0.05,0.001,3e-05,1.8438584535075686e-13,0.0,1.3469586372375488,-1.575015851074113e-08,1.0,2.7845533622894436e-05,8.297550084535033e-05,0.0,0.5,0.0,0.0,30,2,0.0,0.0,0
51,2,25380425,0.05,0.001,3e-05,7.550997045517593e-13,0.0,1.4894636869430542,-2.448649638608913e-08,1.0,3.836834366666153e-05,9.899968426907435e-05,0.0,0.5,0.0,0.0,24,2,0.0,0.0,0
52,0,25460425,0.05,0.001,0.0001,0.0,0.0,1.5966674089431763,2.1425989871204365e-09,1.0,0.00012284232070669532,0.00019989995053038,0.0,-1.5,1.0,0.0,24,2,0.0,0.0,0
52,1,25470425,0.05,0.001,0.0001,2.925850100393701e-12,0.0,1.3326828479766846,3.2637142766134275e-08,1.0,0.0001716842089081183,0.0002923126157838851,0.0,-1.5,1.0,0.0,21,2,0.0,0.0,0
52,2,25480425,0.05,0.001,0.0001,7.909500311653606e-12,0.0,1.3844122886657715,5.813584724734255e-09,1.0,0.00019896971934940666,0.0003879204159602523,0.0,-0.25,0.5,0.0,36,2,0.0,0.0,0
53,0,25560425,0.05,0.001,0.0003,0.0,0.0,1.537109136581421,1.0700986763367837e-08,1.0,0.00043456998537294567,0.0007874955190345645,0.0,0.75,0.0,0.0,32,2,0.0,0.0,0
53,1,25570425,0.05,0.001,0.0003,9.913913440184885e-12,0.0,1.3457595109939575,-1.1558039858527991e-08,1.0,0.00037127037649042904,0.0007432370912283659,0.0,0.5,0.0,0.0,27,2,0.0,0.0,0
53,2,25580425,0.05,0.001,0.0003,2.425207777656535e-11,0.0,1.4598321914672852,-1.864712828592019e-08,1.0,0.0003158755716867745,0.000686199520714581,0.0,0.75,0.0,0.0,17,2,0.0,0.0,0
54,0,25660425,0.05,0.005,3e-05,0.0,0.0,1.49045991897583,-9.30823773614975e-09,1.0,5.3046045650262386e-05,0.00010896725143538788,0.0,0.75,0.0,0.0,33,2,0.0,0.0,0
54,1,25670425,0.05,0.005,3e-05,1.1639755999326429e-12,0.0,1.394119143486023,-8.976931198390048e-09,1.0,5.8488189097261056e-05,0.00010322169691789895,0.0,0.75,0.0,0.0,25,2,0.0,0.0,0
54,2,25680425,0.05,0.005,3e-05,2.47966252565901e-13,0.0,1.5172113180160522,-1.9581571919502494e-08,1.0,5.8001238357974216e-05,9.883537131827325e-05,0.0,-1.5,1.0,0.0,27,2,0.0,0.0,0
55,0,25760425,0.05,0.005,0.0001,0.0,0.0,1.3933568000793457,-1.2008235517058097e-09,1.0,0.00010248344915453345,0.00021913155796937644,0.0,1.0,0.0,0.0,36,2,0.0,0.0,0
55,1,25770425,0.05,0.005,0.0001,3.5008597583374712e-12,0.0,1.4273871183395386,-1.723531184438798e-08,1.0,0.00014563709555659443,0.0002515382948331535,0.0,0.75,0.0,0.0,17,2,0.0,0.0,0
55,2,25780425,0.05,0.005,0.0001,2.0661168088909054e-12,0.0,1.3780059814453125,-4.258444619154034e-08,1.0,0.00018525990890339017,0.00031720910919830203,0.0,0.75,0.0,0.0,27,2,0.0,0.0,0
56,0,25860425,0.05,0.005,0.0003,0.0,0.0,1.4657142162322998,-4.3539407634796135e-09,1.0,0.00019557104678824544,0.00046454864786937833,0.0,1.0,0.0,0.0,36,2,0.0,0.0,0
56,1,25870425,0.05,0.005,0.0003,2.2568553970092609e-10,0.0,1.4373512268066406,-1.8153968994738534e-08,1.0,0.0003222562372684479,0.0008236144203692675,0.0,1.0,0.0,0.0,36,2,0.0,0.0,0
56,2,25880425,0.05,0.005,0.0003,3.074802079616745e-10,0.0,1.3329335451126099,2.5403467773799093e-08,1.0,0.0004222423303872347,0.0013073320733383298,0.0,0.75,0.0,0.0,30,2,0.0,0.0,0
57,0,25960425,0.05,0.01,3e-05,0.0,0.0,1.4289547204971313,4.2490682972129434e-08,1.0,1.0139716323465109e-05,4.014495061710477e-05,0.0,-0.5,0.5,0.0,24,2,0.0,0.0,0
57,1,25970425,0.05,0.01,3e-05,3.345842212228861e-13,0.0,1.2006419897079468,1.3758381101069972e-09,1.0,1.9117676856694743e-05,5.148567652213387e-05,0.0,1.0,0.0,0.0,36,2,0.0,0.0,0
57,2,25980425,0.05,0.01,3e-05,4.884426196838376e-13,0.0,1.3849925994873047,-4.633136541087879e-09,1.0,2.5287077733082697e-05,6.40682628727518e-05,0.0,-0.25,0.5,0.0,24,2,0.0,0.0,0
58,0,26060425,0.05,0.01,0.0001,0.0,0.0,1.5694546699523926,-2.8581121469528625e-08,1.0,6.230938743101433e-05,0.00012743503612000495,0.0,-0.5,0.5,0.0,20,2,0.0,0.0,0
58,1,26070425,0.05,0.01,0.0001,1.8042234373183419e-12,0.0,1.491952896118164,-3.6220302312983677e-09,1.0,0.00014511110202874988,0.0002525437739677727,0.0,0.5,0.0,0.0,28,2,0.0,0.0,0
58,2,26080425,0.05,0.01,0.0001,2.1907508793161945e-11,0.0,1.409320592880249,-2.2489610174147856e-08,1.0,0.0002535074600018561,0.00039118583663366735,0.0,-0.25,0.5,0.0,31,2,0.0,0.0,0
59,0,26160425,0.05,0.01,0.0003,0.0,0.0,1.5102308988571167,-5.782203604809411e-10,1.0,0.0003662857925519347,0.0006797994719818234,0.0,-0.5,0.5,0.0,25,2,0.0,0.0,0
59,1,26170425,0.05,0.01,0.0003,5.638332856161554e-11,0.0,1.3299109935760498,-2.7626052556684044e-09,1.0,0.0002691183763090521,0.0006849843775853515,0.0,1.0,0.0,0.0,30,2,0.0,0.0,0
59,2,26180425,0.05,0.01,0.0003,4.934561786962277e-11,0.0,1.4370468854904175,-8.178883126319647e-10,1.0,0.0005105863092467189,0.000928384717553854,0.0,0.5,0.0,0.0,22,2,0.0,0.0,0
