config_id,iteration,seed,rule_kl_coef,entropy_coef,lr,opponent_mode,approx_kl,clip_fraction,entropy,rule_kl,rule_agreement,neural_delta_abs_mean,neural_delta_abs_max,top1_action_changed_rate,rank_pt,fourth_rate,deal_in_rate,batch_size,episode_count,illegal_action_rate,fallback_rate,forced_terminal_missed
0,0,20260425,0.0,0.0,3e-05,rule_prior_greedy,0.0,0.0,1.4437192678451538,2.0196036842889953e-08,1.0,2.142323319276329e-05,6.798114918638021e-05,0.0,1.0,0.0,0.0,36,2,0.0,0.0,0
0,1,20270425,0.0,0.0,3e-05,rule_prior_greedy,3.999841256818737e-12,0.0,1.4438496828079224,1.3662285747173541e-09,1.0,2.5628967705415562e-05,0.00010667680180631578,0.0,-0.5,0.5,0.0,19,2,0.0,0.0,0
0,2,20280425,0.0,0.0,3e-05,rule_prior_greedy,3.6234676283747325e-12,0.0,1.4205408096313477,-1.238516489365793e-08,1.0,3.2098283554660156e-05,0.0001314075052505359,0.0,0.75,0.0,0.0,34,2,0.0,0.0,0
1,0,20360425,0.0,0.0,0.0001,rule_prior_greedy,0.0,0.0,1.5930243730545044,-1.7865948720441338e-08,1.0,8.061647531576455e-05,0.00016169267473742366,0.0,-0.5,0.5,0.0,22,2,0.0,0.0,0
1,1,20370425,0.0,0.0,0.0001,rule_prior_greedy,5.566337321627479e-12,0.0,1.3861298561096191,-3.7681879838658006e-09,1.0,9.888355998555198e-05,0.00020529417088255286,0.0,1.0,0.0,0.0,36,2,0.0,0.0,0
1,2,20380425,0.0,0.0,0.0001,rule_prior_greedy,1.985744901844555e-12,0.0,1.3318521976470947,1.5690046595295826e-08,1.0,0.00015766508295200765,0.00033062431612052023,0.0,1.0,0.0,0.0,36,2,0.0,0.0,0
2,0,20460425,0.0,0.0,0.0003,rule_prior_greedy,0.0,0.0,1.3998842239379883,-1.1450278059044194e-08,1.0,0.0001099125511245802,0.00048477985546924174,0.0,0.75,0.0,0.0,35,2,0.0,0.0,0
2,1,20470425,0.0,0.0,0.0003,rule_prior_greedy,1.2362166845747424e-10,0.0,1.566169023513794,-4.304245848629762e-08,1.0,0.00019153791072312742,0.0006386507302522659,0.0,-0.25,0.5,0.0,34,2,0.0,0.0,0
2,2,20480425,0.0,0.0,0.0003,rule_prior_greedy,8.957033725831565e-11,0.0,1.3368374109268188,1.514863967599922e-08,1.0,0.0002642392064444721,0.0008299921173602343,0.0,0.75,0.0,0.0,30,2,0.0,0.0,0
3,0,20560425,0.0,0.001,3e-05,rule_prior_greedy,0.0,0.0,1.408551812171936,1.3162958500956279e-09,1.0,2.1305508198565803e-05,5.283541395328939e-05,0.0,-0.5,0.5,0.0,23,2,0.0,0.0,0
3,1,20570425,0.0,0.001,3e-05,rule_prior_greedy,1.457167719820518e-13,0.0,1.3574247360229492,3.083687261096202e-08,1.0,2.9747863663942553e-05,6.207296246429905e-05,0.0,-0.5,0.5,0.0,24,2,0.0,0.0,0
3,2,20580425,0.0,0.001,3e-05,rule_prior_greedy,3.864641896431098e-13,0.0,1.3331893682479858,2.6071029779473065e-09,1.0,2.743984805420041e-05,7.106766861397773e-05,0.0,-0.25,0.5,0.0,25,2,0.0,0.0,0
4,0,20660425,0.0,0.001,0.0001,rule_prior_greedy,0.0,0.0,1.502706527709961,-1.1924384812900257e-09,1.0,7.783343608025461e-05,0.0002082552236970514,0.0,-0.25,0.5,0.0,35,2,0.0,0.0,0
4,1,20670425,0.0,0.001,0.0001,rule_prior_greedy,2.532891257844838e-11,0.0,1.4793522357940674,-2.6203117897694028e-08,1.0,0.0001887057878775522,0.0003973906277678907,0.0,-0.25,0.5,0.0,36,2,0.0,0.0,0
4,2,20680425,0.0,0.001,0.0001,rule_prior_greedy,5.2312820741917676e-11,0.0,1.4260427951812744,1.7518111405934178e-08,1.0,0.00022250889742281288,0.0006384494481608272,0.0,-0.5,0.5,0.0,17,2,0.0,0.0,0
5,0,20760425,0.0,0.001,0.0003,rule_prior_greedy,0.0,0.0,1.4217243194580078,-2.1906190750264898e-10,1.0,0.00012870252248831093,0.0003513644332997501,0.0,1.0,0.0,0.0,36,2,0.0,0.0,0
5,1,20770425,0.0,0.001,0.0003,rule_prior_greedy,1.533056841196423e-11,0.0,1.3974498510360718,2.7873118924048867e-08,1.0,0.00015138807066250592,0.0004864336224272847,0.0,-0.25,0.5,0.0,35,2,0.0,0.0,0
5,2,20780425,0.0,0.001,0.0003,rule_prior_greedy,1.6288845272605101e-10,0.0,1.3724206686019897,8.745662527509523e-10,1.0,0.0003107711090706289,0.0009710388840176165,0.0,-0.5,0.5,0.0,31,2,0.0,0.0,0
6,0,20860425,0.0,0.005,3e-05,rule_prior_greedy,0.0,0.0,1.4649667739868164,-2.061310455658827e-09,1.0,1.4542006283591036e-05,4.630566400010139e-05,0.0,-0.5,0.5,0.0,23,2,0.0,0.0,0
6,1,20870425,0.0,0.005,3e-05,rule_prior_greedy,8.918643818259242e-13,0.0,1.576759934425354,3.0227966796303463e-09,1.0,2.8452010155888274e-05,8.75767000252381e-05,0.0,-1.5,1.0,0.0,20,2,0.0,0.0,0
6,2,20880425,0.0,0.005,3e-05,rule_prior_greedy,5.2182173512771435e-12,0.0,1.4377700090408325,-1.0873073996719995e-08,1.0,2.536308966227807e-05,8.547771722078323e-05,0.0,-0.25,0.5,0.0,21,2,0.0,0.0,0
7,0,20960425,0.0,0.005,0.0001,rule_prior_greedy,0.0,0.0,1.55391526222229,-2.847685465212635e-08,1.0,0.0001009026454994455,0.00032800284679979086,0.0,-0.25,0.5,0.0,30,2,0.0,0.0,0
7,1,20970425,0.0,0.005,0.0001,rule_prior_greedy,1.9228887579436638e-11,0.0,1.426566481590271,2.2422359080565002e-08,1.0,0.00010504198144190013,0.00033746956614777446,0.0,-0.25,0.5,0.0,33,2,0.0,0.0,0
7,2,20980425,0.0,0.005,0.0001,rule_prior_greedy,1.3688085387375537e-11,0.0,1.3373514413833618,-2.485449068778678e-10,1.0,0.00020473130280151963,0.0005275777657516301,0.0,-0.25,0.5,0.0,29,2,0.0,0.0,0
8,0,21060425,0.0,0.005,0.0003,rule_prior_greedy,0.0,0.0,1.382883906364441,-7.652764644205945e-09,1.0,0.0001996087667066604,0.000450184044893831,0.0,-1.5,1.0,0.0,28,2,0.0,0.0,0
8,1,21070425,0.0,0.005,0.0003,rule_prior_greedy,3.708692034032346e-11,0.0,1.5711053609848022,-2.9423388170357612e-08,1.0,0.00028955191373825073,0.0007724851602688432,0.0,-0.5,0.5,0.0,25,2,0.0,0.0,0
8,2,21080425,0.0,0.005,0.0003,rule_prior_greedy,3.456469832574527e-11,0.0,1.4891453981399536,-5.3919970710580856e-09,1.0,0.0002895162033382803,0.0007852876442484558,0.0,-0.5,0.5,0.0,32,2,0.0,0.0,0
9,0,21160425,0.0,0.01,3e-05,rule_prior_greedy,0.0,0.0,1.4079087972640991,2.5043030760230067e-08,1.0,5.144503666087985e-05,9.931540989782661e-05,0.0,-0.5,0.5,0.0,24,2,0.0,0.0,0
9,1,21170425,0.0,0.01,3e-05,rule_prior_greedy,6.079417026218226e-13,0.0,1.445465326309204,-1.956183304230308e-08,1.0,6.149996625026688e-05,0.00013523836969397962,0.0,-1.5,1.0,0.0,27,2,0.0,0.0,0
9,2,21180425,0.0,0.01,3e-05,rule_prior_greedy,1.2054734380845256e-12,0.0,1.405948281288147,2.658406117461709e-08,1.0,7.230169285321608e-05,0.0001648134784772992,0.0,0.75,0.0,0.0,33,2,0.0,0.0,0
10,0,21260425,0.0,0.01,0.0001,rule_prior_greedy,0.0,0.0,1.4067190885543823,1.736301213917102e-09,1.0,2.9979557439219207e-05,0.00011040866957046092,0.0,1.0,0.0,0.0,36,2,0.0,0.0,0
10,1,21270425,0.0,0.01,0.0001,rule_prior_greedy,1.4081763099332845e-12,0.0,1.370076060295105,-1.8048906369472206e-08,1.0,4.754780820803717e-05,0.00018913950771093369,0.0,-1.5,1.0,0.0,29,2,0.0,0.0,0
10,2,21280425,0.0,0.01,0.0001,rule_prior_greedy,3.914658527892634e-12,0.0,1.4285800457000732,1.47069147971024e-08,1.0,0.00010743126040324569,0.00039524471503682435,0.0,-0.25,0.5,0.0,36,2,0.0,0.0,0
11,0,21360425,0.0,0.01,0.0003,rule_prior_greedy,0.0,0.0,1.3331025838851929,-4.392354213678118e-08,1.0,0.0005402030074037611,0.0012160302139818668,0.0,0.75,0.0,0.0,27,2,0.0,0.0,0
11,1,21370425,0.0,0.01,0.0003,rule_prior_greedy,3.225647526861053e-11,0.0,1.4424248933792114,-1.347356115566356e-09,1.0,0.0011324153747409582,0.0022198427468538284,0.0,-0.5,0.5,0.0,33,2,0.0,0.0,0
11,2,21380425,0.0,0.01,0.0003,rule_prior_greedy,5.036844274997065e-10,0.0,1.5630097389221191,-3.1904860975373595e-08,1.0,0.0016526073450222611,0.003482153872027993,0.0,-1.5,1.0,0.0,25,2,0.0,0.0,0
12,0,21460425,0.001,0.0,3e-05,rule_prior_greedy,0.0,0.0,1.4583797454833984,-2.9171853821452487e-09,1.0,3.567485327948816e-05,6.807575846323743e-05,0.0,-0.5,0.5,0.0,24,2,0.0,0.0,0
12,1,21470425,0.001,0.0,3e-05,rule_prior_greedy,1.8062276934543986e-12,0.0,1.3095611333847046,-3.675579174355903e-09,1.0,6.982890045037493e-05,0.00011388584243832156,0.0,-0.25,0.5,0.0,19,2,0.0,0.0,0
12,2,21480425,0.001,0.0,3e-05,rule_prior_greedy,8.335267697411053e-13,0.0,1.5877025127410889,-4.625346861075741e-08,1.0,9.410305210622028e-05,0.00014264596393331885,0.0,-0.25,0.5,0.0,31,2,0.0,0.0,0
13,0,21560425,0.001,0.0,0.0001,rule_prior_greedy,0.0,0.0,1.4091726541519165,-1.4634063405516429e-10,1.0,0.00020645299809984863,0.00033984624315053225,0.0,0.75,0.0,0.0,31,2,0.0,0.0,0
13,1,21570425,0.001,0.0,0.0001,rule_prior_greedy,1.5981179921076283e-11,0.0,1.5018230676651,-1.180183062388096e-09,1.0,0.0003784435975831002,0.0006723828846588731,0.0,-0.5,0.5,0.0,12,2,0.0,0.0,0
13,2,21580425,0.001,0.0,0.0001,rule_prior_greedy,5.752104695333493e-11,0.0,1.4033185243606567,-2.0581104820394103e-08,1.0,0.0004666801542043686,0.0009247239795513451,0.0,-0.5,0.5,0.0,25,2,0.0,0.0,0
14,0,21660425,0.001,0.0,0.0003,rule_prior_greedy,0.0,0.0,1.4273242950439453,-1.2137537197531856e-08,1.0,0.00011310079571558163,0.00034502032212913036,0.0,0.75,0.0,0.0,22,2,0.0,0.0,0
14,1,21670425,0.001,0.0,0.0003,rule_prior_greedy,3.096339504238266e-11,0.0,1.2749544382095337,-3.233617817954837e-08,1.0,0.0003260622324887663,0.0008870525634847581,0.0,0.75,0.0,0.0,27,2,0.0,0.0,0
14,2,21680425,0.001,0.0,0.0003,rule_prior_greedy,4.2861679483419124e-11,0.0,1.466827392578125,-1.240671232416446e-09,1.0,0.00038231341750361025,0.0009464790928177536,0.0,-0.5,0.5,0.0,25,2,0.0,0.0,0
15,0,21760425,0.001,0.001,3e-05,rule_prior_greedy,0.0,0.0,1.4977480173110962,2.8475332314314983e-08,1.0,6.12060830462724e-06,2.3411281290464103e-05,0.0,-0.5,0.5,0.0,24,2,0.0,0.0,0
15,1,21770425,0.001,0.001,3e-05,rule_prior_greedy,1.6715517587705814e-13,0.0,1.4494050741195679,-2.982662294925831e-08,1.0,3.5746012144954875e-05,8.785927639110014e-05,0.0,-0.5,0.5,0.0,25,2,0.0,0.0,0
15,2,21780425,0.001,0.001,3e-05,rule_prior_greedy,4.532882044976788e-13,0.0,1.4862844944000244,-8.02312882797196e-09,1.0,8.151507063303143e-05,0.00014071051555220038,0.0,-0.5,0.5,0.0,21,2,0.0,0.0,0
16,0,21860425,0.001,0.001,0.0001,rule_prior_greedy,0.0,0.0,1.4909111261367798,-3.1239896003398826e-08,1.0,4.5149510697228834e-05,0.00015276478370651603,0.0,-0.5,0.5,0.0,27,2,0.0,0.0,0
16,1,21870425,0.001,0.001,0.0001,rule_prior_greedy,1.6964207816272392e-12,0.0,1.441147804260254,-3.5013243859793874e-08,1.0,3.63924955308903e-05,0.00012291943130549043,0.0,-0.25,0.5,0.0,31,2,0.0,0.0,0
16,2,21880425,0.001,0.001,0.0001,rule_prior_greedy,5.157976476488635e-12,0.0,1.3337788581848145,-7.75522668305939e-09,1.0,8.493188943248242e-05,0.00023150102060753852,0.0,0.5,0.0,0.0,26,2,0.0,0.0,0
17,0,21960425,0.001,0.001,0.0003,rule_prior_greedy,0.0,0.0,1.2329509258270264,1.0409962669655215e-08,1.0,9.034526738105342e-05,0.00029128562891855836,0.0,1.0,0.0,0.0,36,2,0.0,0.0,0
17,1,21970425,0.001,0.001,0.0003,rule_prior_greedy,1.2371676599842729e-11,0.0,1.5574793815612793,6.31311314336358e-09,1.0,0.0004033533623442054,0.0009412460494786501,0.0,-1.5,1.0,0.0,26,2,0.0,0.0,0
17,2,21980425,0.001,0.001,0.0003,rule_prior_greedy,1.8064398935035975e-11,0.0,1.3859832286834717,-1.527670967504946e-08,1.0,0.0007499397033825517,0.0012540202587842941,0.0,-0.25,0.5,0.0,34,2,0.0,0.0,0
18,0,22060425,0.001,0.005,3e-05,rule_prior_greedy,0.0,0.0,1.4500832557678223,-5.961434679235822e-10,1.0,3.137370367767289e-05,7.017450116109103e-05,0.0,0.75,0.0,0.0,30,2,0.0,0.0,0
18,1,22070425,0.001,0.005,3e-05,rule_prior_greedy,1.465034961834616e-13,0.0,1.4496053457260132,6.915296026782647e-12,1.0,5.7611396186985075e-05,0.00011231044481974095,0.0,0.75,0.0,0.0,29,2,0.0,0.0,0
18,2,22080425,0.001,0.005,3e-05,rule_prior_greedy,9.428806476904916e-13,0.0,1.402048945426941,4.832884314964758e-09,1.0,9.236921323463321e-05,0.00018282129894942045,0.0,0.75,0.0,0.0,28,2,0.0,0.0,0
19,0,22160425,0.001,0.005,0.0001,rule_prior_greedy,0.0,0.0,1.368939995765686,2.337251814310548e-08,1.0,0.00010111464507644996,0.0002626794739626348,0.0,-0.25,0.5,0.0,31,2,0.0,0.0,0
19,1,22170425,0.001,0.005,0.0001,rule_prior_greedy,1.4280219368112412e-11,0.0,1.4296238422393799,6.8919927542765436e-09,1.0,0.00022133129823487252,0.0006025937618687749,0.0,1.0,0.0,0.0,36,2,0.0,0.0,0
19,2,22180425,0.001,0.005,0.0001,rule_prior_greedy,3.005181867243856e-11,0.0,1.5789614915847778,-1.9871924106240613e-09,1.0,0.00017166859470307827,0.0004983805119991302,0.0,-0.5,0.5,0.0,25,2,0.0,0.0,0
20,0,22260425,0.001,0.005,0.0003,rule_prior_greedy,0.0,0.0,1.4545416831970215,-1.68366764974337e-09,1.0,0.00022219237871468067,0.0006401338032446802,0.0,-0.25,0.5,0.0,33,2,0.0,0.0,0
20,1,22270425,0.001,0.005,0.0003,rule_prior_greedy,1.6176249575949875e-11,0.0,1.3467841148376465,5.859822849174634e-09,1.0,0.0003527164808474481,0.0010295300744473934,0.0,-1.5,1.0,0.0,31,2,0.0,0.0,0
20,2,22280425,0.001,0.005,0.0003,rule_prior_greedy,4.131056885459117e-10,0.0,1.3768036365509033,4.626502736471139e-09,1.0,0.0002760195638984442,0.000905665336176753,0.0,-1.5,1.0,0.0,27,2,0.0,0.0,0
21,0,22360425,0.001,0.01,3e-05,rule_prior_greedy,0.0,0.0,1.326186180114746,2.1905892211293576e-08,1.0,1.1774879567383323e-05,3.987302625318989e-05,0.0,-0.5,0.5,0.0,23,2,0.0,0.0,0
21,1,22370425,0.001,0.01,3e-05,rule_prior_greedy,2.6434028035059176e-13,0.0,1.5290429592132568,-2.162365220215179e-08,1.0,2.61103778029792e-05,7.607806765008718e-05,0.0,-0.25,0.5,0.0,29,2,0.0,0.0,0
21,2,22380425,0.001,0.01,3e-05,rule_prior_greedy,1.6211158934339998e-12,0.0,1.4841883182525635,-3.353462929567286e-08,1.0,3.057156573049724e-05,9.399563714396209e-05,0.0,-0.25,0.5,0.0,35,2,0.0,0.0,0
22,0,22460425,0.001,0.01,0.0001,rule_prior_greedy,0.0,0.0,1.3930914402008057,2.6707462907893387e-09,1.0,0.00025290652411058545,0.0003791841445490718,0.0,-0.25,0.5,0.0,30,2,0.0,0.0,0
22,1,22470425,0.001,0.01,0.0001,rule_prior_greedy,5.833375015668052e-12,0.0,1.4959702491760254,-2.087116079962925e-08,1.0,0.00043614779133349657,0.0006168902618810534,0.0,0.75,0.0,0.0,27,2,0.0,0.0,0
22,2,22480425,0.001,0.01,0.0001,rule_prior_greedy,5.281700857923122e-12,0.0,1.4737486839294434,-2.3971566065483785e-08,1.0,0.00047125539276748896,0.0005930962506681681,0.0,-1.5,1.0,0.0,33,2,0.0,0.0,0
23,0,22560425,0.001,0.01,0.0003,rule_prior_greedy,0.0,0.0,1.455312728881836,6.994224310830077e-09,1.0,0.000691340072080493,0.0012889563804492354,0.0,-1.5,1.0,0.0,26,2,0.0,0.0,0
23,1,22570425,0.001,0.01,0.0003,rule_prior_greedy,3.380624391535747e-10,0.0,1.3254531621932983,1.156337248175987e-08,1.0,0.001257111318409443,0.002251738915219903,0.0,1.0,0.0,0.0,36,2,0.0,0.0,0
23,2,22580425,0.001,0.01,0.0003,rule_prior_greedy,9.888899699106446e-10,0.0,1.4600143432617188,-3.702336659472394e-09,1.0,0.001568643725477159,0.003078668611124158,0.0,-0.5,0.5,0.0,31,2,0.0,0.0,0
24,0,22660425,0.01,0.0,3e-05,rule_prior_greedy,0.0,0.0,1.4923816919326782,2.1228339086576398e-09,1.0,3.909338192897849e-05,7.320485019590706e-05,0.0,0.75,0.0,0.0,31,2,0.0,0.0,0
24,1,22670425,0.01,0.0,3e-05,rule_prior_greedy,1.1530170264742456e-13,0.0,1.4136780500411987,-1.2517485714624854e-08,1.0,3.8573773053940386e-05,0.00010596976790111512,0.0,-0.25,0.5,0.0,33,2,0.0,0.0,0
24,2,22680425,0.01,0.0,3e-05,rule_prior_greedy,1.1470190032156213e-12,0.0,1.5243253707885742,-1.7459711898482055e-08,1.0,3.171806747559458e-05,0.00012863482697866857,0.0,0.75,0.0,0.0,35,2,0.0,0.0,0
25,0,22760425,0.01,0.0,0.0001,rule_prior_greedy,0.0,0.0,1.3432295322418213,-1.1649571085570187e-08,1.0,9.945066994987428e-05,0.00016852861153893173,0.0,-0.5,0.5,0.0,31,2,0.0,0.0,0
25,1,22770425,0.01,0.0,0.0001,rule_prior_greedy,3.592470288263372e-13,0.0,1.4635480642318726,-1.9333247891495375e-08,1.0,0.00012758199591189623,0.0002483523858245462,0.0,-1.5,1.0,0.0,21,2,0.0,0.0,0
25,2,22780425,0.01,0.0,0.0001,rule_prior_greedy,4.953679393765453e-12,0.0,1.5337144136428833,-1.7970535282074707e-08,1.0,0.00013684666191693395,0.0002712426648940891,0.0,1.0,0.0,0.0,36,2,0.0,0.0,0
26,0,22860425,0.01,0.0,0.0003,rule_prior_greedy,0.0,0.0,1.431418538093567,-7.486606889983705e-09,1.0,0.0009767820592969656,0.0013013335410505533,0.0,1.0,0.0,0.0,36,2,0.0,0.0,0
26,1,22870425,0.01,0.0,0.0003,rule_prior_greedy,8.835904924398008e-11,0.0,1.5266040563583374,-1.901581470065139e-08,1.0,0.0014230041997507215,0.0019961141515523195,0.0,-0.5,0.5,0.0,28,2,0.0,0.0,0
26,2,22880425,0.01,0.0,0.0003,rule_prior_greedy,1.133148991305788e-10,0.0,1.526048183441162,-7.424461045957287e-09,1.0,0.001618867856450379,0.002211514860391617,0.0,0.75,0.0,0.0,36,2,0.0,0.0,0
27,0,22960425,0.01,0.001,3e-05,rule_prior_greedy,0.0,0.0,1.52281653881073,-2.6189498569806346e-08,1.0,3.078454756177962e-05,5.7022058172151446e-05,0.0,-1.5,1.0,0.0,19,2,0.0,0.0,0
27,1,22970425,0.01,0.001,3e-05,rule_prior_greedy,8.188878177980974e-13,0.0,1.4899623394012451,-3.440537810206479e-08,1.0,3.9900078263599426e-05,8.058467210503295e-05,0.0,-0.25,0.5,0.0,35,2,0.0,0.0,0
27,2,22980425,0.01,0.001,3e-05,rule_prior_greedy,1.8094118868147713e-12,0.0,1.3990898132324219,-1.612130873240858e-08,1.0,4.080784856341779e-05,9.665190009400249e-05,0.0,-0.5,0.5,0.0,30,2,0.0,0.0,0
28,0,23060425,0.01,0.001,0.0001,rule_prior_greedy,0.0,0.0,1.3713808059692383,1.7675267471872758e-08,1.0,0.0002535332750994712,0.0004164774436503649,0.0,0.5,0.0,0.0,31,2,0.0,0.0,0
28,1,23070425,0.01,0.001,0.0001,rule_prior_greedy,1.4374562304353411e-11,0.0,1.5679049491882324,-3.343237509056962e-08,1.0,0.0003092869301326573,0.0006009830394759774,0.0,-1.5,1.0,0.0,22,2,0.0,0.0,0
