lr,target_update_epochs,epoch,post_approx_kl_vs_old,post_ratio_mean,post_ratio_std,post_ratio_min,post_ratio_max,post_clip_fraction,neural_delta_abs_mean,neural_delta_abs_max,top1_action_changed_rate,rule_agreement,selected_action_logit_change_mean,prior_top1_logit_change_mean,positive_adv_selected_logit_change_mean,negative_adv_selected_logit_change_mean
3e-05,1,1,0.06410244852304459,0.7498297095298767,0.15055860579013824,0.6084997057914734,1.0000207424163818,0.7408804893493652,0.000123489968245849,0.0002811468148138374,0.0,1.0,-1.333503291789384e-06,-1.1387741096768877e-06,-1.030615862873674e-06,-3.1987003694666782e-06
3e-05,4,1,0.06410244852304459,0.7498297095298767,0.15055860579013824,0.6084997057914734,1.0000207424163818,0.7408804893493652,0.000123489968245849,0.0002811468148138374,0.0,1.0,-1.333503291789384e-06,-1.1387741096768877e-06,-1.030615862873674e-06,-3.1987003694666782e-06
3e-05,4,2,0.06410224735736847,0.7498300075531006,0.15055832266807556,0.6084995269775391,1.0000412464141846,0.7408804893493652,0.00011468010779935867,0.00029196764808148146,0.0,1.0,-8.664473170938436e-06,-8.276985681732185e-06,-8.062434062594548e-06,-1.2374579455354251e-05
3e-05,4,3,0.06410203129053116,0.7498303055763245,0.15055803954601288,0.6084994673728943,1.0000622272491455,0.7408804893493652,0.0001038849659380503,0.0003038263530470431,0.0,1.0,-1.8134720448870212e-05,-1.755404991854448e-05,-1.722992783470545e-05,-2.3686830900260247e-05
3e-05,4,4,0.06410183012485504,0.7498305439949036,0.1505577564239502,0.6084991693496704,1.0000829696655273,0.7408804893493652,9.533102274872363e-05,0.0003176603058818728,0.0,1.0,-2.600034531496931e-05,-2.5222552721970715e-05,-2.4784621928120032e-05,-3.3404361602151766e-05
3e-05,16,1,0.06410244852304459,0.7498297095298767,0.15055860579013824,0.6084997057914734,1.0000207424163818,0.7408804893493652,0.000123489968245849,0.0002811468148138374,0.0,1.0,-1.333503291789384e-06,-1.1387741096768877e-06,-1.030615862873674e-06,-3.1987003694666782e-06
3e-05,16,2,0.06410224735736847,0.7498300075531006,0.15055832266807556,0.6084995269775391,1.0000412464141846,0.7408804893493652,0.00011468010779935867,0.00029196764808148146,0.0,1.0,-8.664473170938436e-06,-8.276985681732185e-06,-8.062434062594548e-06,-1.2374579455354251e-05
3e-05,16,3,0.06410203129053116,0.7498303055763245,0.15055803954601288,0.6084994673728943,1.0000622272491455,0.7408804893493652,0.0001038849659380503,0.0003038263530470431,0.0,1.0,-1.8134720448870212e-05,-1.755404991854448e-05,-1.722992783470545e-05,-2.3686830900260247e-05
3e-05,16,4,0.06410183012485504,0.7498305439949036,0.1505577564239502,0.6084991693496704,1.0000829696655273,0.7408804893493652,9.533102274872363e-05,0.0003176603058818728,0.0,1.0,-2.600034531496931e-05,-2.5222552721970715e-05,-2.4784621928120032e-05,-3.3404361602151766e-05
3e-05,16,5,0.06410161405801773,0.7498308420181274,0.1505574733018875,0.6084990501403809,1.0001041889190674,0.7408804893493652,9.080221207113937e-05,0.00033490260830149055,0.0,1.0,-3.089199890382588e-05,-2.991546534758527e-05,-2.935345401056111e-05,-4.016363527625799e-05
3e-05,16,6,0.06410139054059982,0.7498312592506409,0.15055717527866364,0.6084989309310913,1.0001256465911865,0.7408804893493652,8.936643280321732e-05,0.00035445246612653136,0.0,1.0,-3.395830208319239e-05,-3.277870928286575e-05,-3.2081021345220506e-05,-4.512385930866003e-05
3e-05,16,7,0.06410116702318192,0.7498315572738647,0.15055687725543976,0.608498752117157,1.0001473426818848,0.7408804893493652,8.928128954721615e-05,0.0003775509539991617,0.0,1.0,-3.734398342203349e-05,-3.595369344111532e-05,-3.5106713767163455e-05,-5.0443020882084966e-05
3e-05,16,8,0.06410093605518341,0.7498318552970886,0.1505565643310547,0.6084986925125122,1.0001697540283203,0.7408804893493652,9.091213723877445e-05,0.00041197537211701274,0.0,1.0,-4.07668630941771e-05,-3.916133937309496e-05,-3.814908995991573e-05,-5.583598976954818e-05
3e-05,16,9,0.0641007050871849,0.7498320937156677,0.15055625140666962,0.6084986329078674,1.0001921653747559,0.7408804893493652,9.51787005760707e-05,0.0004489052516873926,0.0,1.0,-4.213918873574585e-05,-4.0311362681677565e-05,-3.9118614949984476e-05,-5.9220143157290295e-05
3e-05,16,10,0.0641004741191864,0.7498324513435364,0.15055590867996216,0.6084983348846436,1.0002155303955078,0.7408804893493652,0.00010050429409602657,0.00048656747094355524,0.0,1.0,-4.325597546994686e-05,-4.119669029023498e-05,-3.980823021265678e-05,-6.239707727218047e-05
3e-05,16,11,0.06410021334886551,0.749832808971405,0.1505555808544159,0.6084983348846436,1.0002391338348389,0.7408804893493652,0.00010674406075850129,0.0005250816466286778,0.0,1.0,-4.4014130253344774e-05,-4.17191804444883e-05,-4.0115457522915676e-05,-6.52591697871685e-05
3e-05,16,12,0.06409997493028641,0.7498331665992737,0.15055522322654724,0.6084983348846436,1.0002634525299072,0.7408804893493652,0.0001138615989475511,0.0005646281060762703,0.0,1.0,-4.425927545526065e-05,-4.172141052549705e-05,-3.9883205317892134e-05,-6.765904981875792e-05
3e-05,16,13,0.06409970670938492,0.7498334050178528,0.1505548655986786,0.6084981560707092,1.0002877712249756,0.7408804893493652,0.00012103533663321286,0.000603412336204201,0.0,1.0,-4.5812237658537924e-05,-4.3020878365496174e-05,-4.0932209230959415e-05,-7.142154936445877e-05
3e-05,16,14,0.06409944593906403,0.7498337626457214,0.15055449306964874,0.6084981560707092,1.0003130435943604,0.7408804893493652,0.00012869064812548459,0.0006424940074793994,0.0,1.0,-4.76155910291709e-05,-4.456362876226194e-05,-4.22072880610358e-05,-7.548407302238047e-05
3e-05,16,15,0.06409917026758194,0.7498341202735901,0.1505541056394577,0.6084980964660645,1.0003387928009033,0.7408804893493652,0.00013665223377756774,0.0006812998908571899,0.0,1.0,-5.020729440730065e-05,-4.6884921175660565e-05,-4.424266444402747e-05,-8.039497333811596e-05
3e-05,16,16,0.06409888714551926,0.7498344779014587,0.15055371820926666,0.6084980964660645,1.0003656148910522,0.7408804893493652,0.00014525763981509954,0.0007213804055936635,0.0,1.0,-5.212745600147173e-05,-4.852632628171705e-05,-4.557716238196008e-05,-8.469526801491156e-05
0.0003,1,1,0.06410060822963715,0.7498321533203125,0.15055613219738007,0.6084981560707092,1.0002050399780273,0.7408804893493652,0.0001237609685631469,0.0005152445519343019,0.0,1.0,-2.976761152240215e-06,-1.1021786576748127e-06,-2.0525058630482818e-07,-2.0625675460905768e-05
0.0003,4,1,0.06410060822963715,0.7498321533203125,0.15055613219738007,0.6084981560707092,1.0002050399780273,0.7408804893493652,0.0001237609685631469,0.0005152445519343019,0.0,1.0,-2.976761152240215e-06,-1.1021786576748127e-06,-2.0525058630482818e-07,-2.0625675460905768e-05
0.0003,4,2,0.06409826874732971,0.7498353719711304,0.1505529135465622,0.6084968447685242,1.0004328489303589,0.7408804893493652,0.00017556746024638414,0.0008729949477128685,0.0,1.0,-2.599281469883863e-05,-2.1857080355403014e-05,-1.922403316712007e-05,-6.371487688738853e-05
0.0003,4,3,0.06409545242786407,0.7498390674591064,0.15054892003536224,0.6084868907928467,1.0006952285766602,0.7408804893493652,0.0002692300477065146,0.0013138109352439642,0.0,1.0,-2.7068509211858327e-07,6.741719971614657e-06,1.2358634194242768e-05,-6.181665958138183e-05
0.0003,4,4,0.06409209966659546,0.7498433589935303,0.15054404735565186,0.6084650754928589,1.0009956359863281,0.7408804893493652,0.00037525611696764827,0.0017963733989745378,0.0,1.0,2.8888453016406856e-05,3.948198718717322e-05,4.958394856657833e-05,-6.095998833188787e-05
0.0003,16,1,0.06410060822963715,0.7498321533203125,0.15055613219738007,0.6084981560707092,1.0002050399780273,0.7408804893493652,0.0001237609685631469,0.0005152445519343019,0.0,1.0,-2.976761152240215e-06,-1.1021786576748127e-06,-2.0525058630482818e-07,-2.0625675460905768e-05
0.0003,16,2,0.06409826874732971,0.7498353719711304,0.1505529135465622,0.6084968447685242,1.0004328489303589,0.7408804893493652,0.00017556746024638414,0.0008729949477128685,0.0,1.0,-2.599281469883863e-05,-2.1857080355403014e-05,-1.922403316712007e-05,-6.371487688738853e-05
0.0003,16,3,0.06409545242786407,0.7498390674591064,0.15054892003536224,0.6084868907928467,1.0006952285766602,0.7408804893493652,0.0002692300477065146,0.0013138109352439642,0.0,1.0,-2.7068509211858327e-07,6.741719971614657e-06,1.2358634194242768e-05,-6.181665958138183e-05
0.0003,16,4,0.06409209966659546,0.7498433589935303,0.15054404735565186,0.6084650754928589,1.0009956359863281,0.7408804893493652,0.00037525611696764827,0.0017963733989745378,0.0,1.0,2.8888453016406856e-05,3.948198718717322e-05,4.958394856657833e-05,-6.095998833188787e-05
0.0003,16,5,0.0640881285071373,0.7498485445976257,0.15053817629814148,0.6084391474723816,1.0013399124145508,0.7408804893493652,0.0004979506484232843,0.0024224764201790094,0.0,1.0,8.98527869139798e-05,0.00010481412027729675,0.00012109848466934636,-3.327436206745915e-05
0.0003,16,6,0.06408342719078064,0.7498544454574585,0.15053118765354156,0.6084083318710327,1.001743197441101,0.7408804893493652,0.0006346452282741666,0.003147049341350794,0.0,1.0,0.00014858521171845496,0.00016878532187547535,0.00019337319827172905,-1.3587846297014039e-05
0.0003,16,7,0.06407792866230011,0.7498614192008972,0.15052297711372375,0.608372151851654,1.0022084712982178,0.7408804893493652,0.0007877363241277635,0.003978951368480921,0.0,1.0,0.00020506516739260405,0.0002314724843017757,0.0002668152446858585,-2.763867769317585e-06
0.0003,16,8,0.06407152116298676,0.7498695850372314,0.1505134254693985,0.6083061695098877,1.002744197845459,0.7408804893493652,0.0009598144679330289,0.00493416003882885,0.0,1.0,0.0002553151862230152,0.00028900199686177075,0.00033756851917132735,-5.563112154050032e-06
0.0003,16,9,0.06406407058238983,0.749879002571106,0.15050241351127625,0.6082022786140442,1.0033596754074097,0.7408804893493652,0.0011562214931473136,0.005994983483105898,0.0,1.0,0.00032775732688605785,0.00036992516834288836,0.00043410577927716076,6.703664439555723e-06
0.0003,16,10,0.06405546516180038,0.7498900890350342,0.15048974752426147,0.6080834865570068,1.004064679145813,0.7408804893493652,0.0013789457734674215,0.007186588831245899,0.0,1.0,0.0004136306815780699,0.00046564071089960635,0.0005480687250383198,2.4387436496908776e-05
0.0003,16,11,0.06404554098844528,0.7499027252197266,0.15047532320022583,0.6079474091529846,1.0048710107803345,0.7408804893493652,0.0016317102126777172,0.00852429773658514,0.0,1.0,0.0005202484899200499,0.0005836226628161967,0.0006873601814731956,5.368488564272411e-05
0.0003,16,12,0.064034104347229,0.7499174475669861,0.15045888721942902,0.607789933681488,1.0057907104492188,0.7408804893493652,0.0019172040047124028,0.010046862997114658,0.0,1.0,0.000632612791378051,0.0007090664585120976,0.0008375916513614357,7.836859731469303e-05
0.0003,16,13,0.06402096897363663,0.749934732913971,0.1504402756690979,0.6076093912124634,1.0068367719650269,0.7408804893493652,0.002240010304376483,0.011776535771787167,0.0,1.0,0.0007532883901149035,0.0008447658619843423,0.0010018959874287248,0.00010032675345428288
0.0003,16,14,0.06400589644908905,0.7499544620513916,0.15041927993297577,0.6074036955833435,1.0080255270004272,0.7408804893493652,0.0026040910743176937,0.013753747567534447,0.0,1.0,0.0008726587984710932,0.0009813550859689713,0.0011716251028701663,0.00010788188228616491
0.0003,16,15,0.06398868560791016,0.7499774098396301,0.15039561688899994,0.6071686148643494,1.009373664855957,0.7408804893493652,0.003014736343175173,0.01600906439125538,0.0,1.0,0.0009928245563060045,0.0011212248355150223,0.001349838450551033,0.00010085183748742566
0.0003,16,16,0.06396903842687607,0.7500038146972656,0.15036915242671967,0.606900691986084,1.0109025239944458,0.7408804893493652,0.003476780140772462,0.01860380917787552,0.0,1.0,0.0010911785066127777,0.0012420609127730131,0.0015147423837333918,5.5616848840145394e-05
0.001,1,1,0.06409605592489243,0.7498384714126587,0.15055008232593536,0.6084842085838318,1.000687599182129,0.7408804893493652,0.00028988116537220776,0.0014170599170029163,0.0,1.0,7.474932499462739e-05,8.052249177126214e-05,8.211050590034574e-05,2.349783608224243e-05
0.001,4,1,0.06409605592489243,0.7498384714126587,0.15055008232593536,0.6084842085838318,1.000687599182129,0.7408804893493652,0.00028988116537220776,0.0014170599170029163,0.0,1.0,7.474932499462739e-05,8.052249177126214e-05,8.211050590034574e-05,2.349783608224243e-05
0.001,4,2,0.06408543884754181,0.7498522996902466,0.15053494274616241,0.6084166765213013,1.0017235279083252,0.7408804893493652,0.0009500206215307117,0.003963693976402283,0.0,1.0,0.0008704885258339345,0.0008872096659615636,0.0009000088321045041,0.0007390896207652986
0.001,4,3,0.06406857073307037,0.7498737573623657,0.1505102515220642,0.6082809567451477,1.0032235383987427,0.7408804893493652,0.001872618100605905,0.007468292489647865,0.0,1.0,0.001910775899887085,0.0019458228489384055,0.0019856065046042204,0.0016535246977582574
0.001,4,4,0.06404339522123337,0.7499060034751892,0.15047359466552734,0.6080133318901062,1.0053086280822754,0.7408804893493652,0.0029756594449281693,0.011899987235665321,0.0,1.0,0.0031366150360554457,0.0031996669713407755,0.0032854911405593157,0.002696290845051408
0.001,16,1,0.06409605592489243,0.7498384714126587,0.15055008232593536,0.6084842085838318,1.000687599182129,0.7408804893493652,0.00028988116537220776,0.0014170599170029163,0.0,1.0,7.474932499462739e-05,8.052249177126214e-05,8.211050590034574e-05,2.349783608224243e-05
0.001,16,2,0.06408543884754181,0.7498522996902466,0.15053494274616241,0.6084166765213013,1.0017235279083252,0.7408804893493652,0.0009500206215307117,0.003963693976402283,0.0,1.0,0.0008704885258339345,0.0008872096659615636,0.0009000088321045041,0.0007390896207652986
0.001,16,3,0.06406857073307037,0.7498737573623657,0.1505102515220642,0.6082809567451477,1.0032235383987427,0.7408804893493652,0.001872618100605905,0.007468292489647865,0.0,1.0,0.001910775899887085,0.0019458228489384055,0.0019856065046042204,0.0016535246977582574
0.001,16,4,0.06404339522123337,0.7499060034751892,0.15047359466552734,0.6080133318901062,1.0053086280822754,0.7408804893493652,0.0029756594449281693,0.011899987235665321,0.0,1.0,0.0031366150360554457,0.0031996669713407755,0.0032854911405593157,0.002696290845051408
0.001,16,5,0.06400716304779053,0.7499530911445618,0.15042217075824738,0.6075706481933594,1.0081788301467896,0.7408804893493652,0.00436544930562377,0.01799764484167099,0.0,1.0,0.004654346499592066,0.004758099094033241,0.004911570809781551,0.003961026202887297
0.001,16,6,0.0639563798904419,0.750020444393158,0.1503528654575348,0.6069468259811401,1.0121005773544312,0.7408804893493652,0.006069032475352287,0.025730745866894722,0.0,1.0,0.006445297971367836,0.006606442853808403,0.006855742074549198,0.005406082142144442
0.001,16,7,0.063886858522892,0.7501152157783508,0.15026317536830902,0.6060866117477417,1.0174921751022339,0.7408804893493652,0.008187364786863327,0.03521638736128807,0.0,1.0,0.00856814906001091,0.008808597922325134,0.009192230179905891,0.007067353464663029
0.001,16,8,0.06379368901252747,0.7502472400665283,0.1501527726650238,0.6049078106880188,1.0248286724090576,0.7408804893493652,0.010761694051325321,0.04671306163072586,0.0,1.0,0.010923060588538647,0.011271250434219837,0.011840974912047386,0.008816253393888474
0.001,16,9,0.06367157399654388,0.7504280209541321,0.1500234752893448,0.6033133268356323,1.0347508192062378,0.7408804893493652,0.013936128467321396,0.06119623780250549,0.0,1.0,0.013432118110358715,0.013925917446613312,0.014745805412530899,0.010534641332924366
0.001,16,10,0.06351591646671295,0.7506714463233948,0.1498853862285614,0.6011785864830017,1.0483696460723877,0.7408804893493652,0.018013382330536842,0.07959530502557755,0.0,1.0,0.016214393079280853,0.016904180869460106,0.01805531233549118,0.012273387983441353
0.001,16,11,0.06332410126924515,0.7509946823120117,0.14976347982883453,0.5983167886734009,1.0672516822814941,0.7421383857727051,0.023368140682578087,0.10346455127000809,0.0,1.0,0.01934654824435711,0.020299052819609642,0.021898219361901283,0.014027983881533146
0.001,16,12,0.06309496611356735,0.7514241337776184,0.14970625936985016,0.5946645140647888,1.0935542583465576,0.7433962225914001,0.03045673668384552,0.13392899930477142,0.0,1.0,0.02305501140654087,0.02435772679746151,0.026555955410003662,0.015882762148976326
0.001,16,13,0.06283953785896301,0.7519819736480713,0.14980220794677734,0.5900325179100037,1.1296498775482178,0.749685525894165,0.03983083367347717,0.1756921410560608,0.0,1.0,0.027629705145955086,0.02940187230706215,0.03236616775393486,0.017947260290384293
0.001,16,14,0.06257426738739014,0.7526929974555969,0.15016163885593414,0.5847947001457214,1.1768900156021118,0.7547169923782349,0.051394931972026825,0.23147417604923248,0.0,1.0,0.032477885484695435,0.034872304648160934,0.03876587748527527,0.019479895010590553
0.001,16,15,0.062336716800928116,0.753594696521759,0.1509912610054016,0.5721752047538757,1.2386149168014526,0.7610062956809998,0.06535229831933975,0.3005369007587433,0.0,1.0,0.03683174028992653,0.040039628744125366,0.04506707563996315,0.019513996317982674
0.001,16,16,0.06217988207936287,0.7547144293785095,0.15251052379608154,0.5548891425132751,1.3161842823028564,0.7735849022865295,0.08171231299638748,0.38388875126838684,0.0,1.0,0.03955646604299545,0.04379690811038017,0.05015462264418602,0.016764763742685318
