actor_update_margin_threshold,actor_update_support_mode,actor_update_topk,advantage_mean,behavior_temperature,checkpoint_path,checkpoint_sha256,clip_eps,config_key,config_key_label,config_path,count,delta_clip,delta_clip_coef,delta_l2_coef,delta_support_margin_threshold,delta_support_mode,delta_support_topk,entropy_coef,iteration,low_rank_flip_penalty_coef,low_rank_flip_topk,lr,negative_advantage_count,opponent_mode,outside_support_delta_mode,pilot_config_id,positive_advantage_count,ratio_mode,rerun_config_id,return_mean,rule_kl_coef,rule_score_scale,rule_score_scale_version,selected_prior_rank,source_config_id,support_policy_mode,terminal_reward_mean,update_epochs,weak_margin_flip_penalty_coef,weak_margin_threshold,zero_advantage_count
0.75,all,3,0.6073776945471764,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,20,0.0,0.0,0.0,0.75,topk,5,0.01,0,0.0,3,0.003,2,rulebase,zero,2,18,tempered_current_logits,0,0.3074943020939827,0.001,0.25,keqingrl_rule_score_scale_v1,6,93,delta-topk-zero,0.525,8,0.0,0.75,0
0.75,all,3,0.5526016687645632,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,17,0.0,0.0,0.0,0.75,topk,5,0.01,0,0.0,3,0.003,2,rulebase,zero,2,15,tempered_current_logits,0,0.29069796905798073,0.001,0.25,keqingrl_rule_score_scale_v1,7,93,delta-topk-zero,0.5882352941176471,8,0.0,0.75,0
0.75,all,3,0.3777458571961948,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,28,0.0,0.0,0.0,0.75,topk,5,0.01,0,0.0,3,0.003,7,rulebase,zero,2,21,tempered_current_logits,0,0.10915516476546015,0.001,0.25,keqingrl_rule_score_scale_v1,8,93,delta-topk-zero,0.26785714285714285,8,0.0,0.75,0
0.75,all,3,0.21957756578922272,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,20,0.0,0.0,0.0,0.75,topk,5,0.01,0,0.0,3,0.003,5,rulebase,zero,2,15,tempered_current_logits,0,0.0012739531695842743,0.001,0.25,keqingrl_rule_score_scale_v1,9,93,delta-topk-zero,0.25,8,0.0,0.75,0
0.75,all,3,0.3902931639126369,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,14,0.0,0.0,0.0,0.75,topk,5,0.01,0,0.0,3,0.003,4,rulebase,zero,2,10,tempered_current_logits,0,0.15383250159876688,0.001,0.25,keqingrl_rule_score_scale_v1,10,93,delta-topk-zero,0.25,8,0.0,0.75,0
0.75,all,3,0.45508992299437523,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,16,0.0,0.0,0.0,0.75,topk,5,0.01,0,0.0,3,0.003,2,rulebase,zero,2,14,tempered_current_logits,0,0.2519724704325199,0.001,0.25,keqingrl_rule_score_scale_v1,11,93,delta-topk-zero,0.59375,8,0.0,0.75,0
0.75,all,3,0.5622311979532242,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,7,0.0,0.0,0.0,0.75,topk,5,0.01,0,0.0,3,0.003,1,rulebase,zero,2,6,tempered_current_logits,0,0.2576676585844585,0.001,0.25,keqingrl_rule_score_scale_v1,12,93,delta-topk-zero,0.5714285714285714,8,0.0,0.75,0
0.75,all,3,0.2115115523338318,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,3,0.0,0.0,0.0,0.75,topk,5,0.01,0,0.0,3,0.003,1,rulebase,zero,2,2,tempered_current_logits,0,0.04039726654688517,0.001,0.25,keqingrl_rule_score_scale_v1,13,93,delta-topk-zero,0.16666666666666666,8,0.0,0.75,0
0.75,all,3,0.7511248506605626,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,25,0.0,0.0,0.0,0.75,topk,5,0.01,1,0.0,3,0.003,9,rulebase,zero,2,16,tempered_current_logits,0,-0.3140819609165192,0.001,0.25,keqingrl_rule_score_scale_v1,1,93,delta-topk-zero,0.16,8,0.0,0.75,0
0.75,all,3,0.901309358385893,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,13,0.0,0.0,0.0,0.75,topk,5,0.01,1,0.0,3,0.003,5,rulebase,zero,2,8,tempered_current_logits,0,-0.3210479662968562,0.001,0.25,keqingrl_rule_score_scale_v1,2,93,delta-topk-zero,-0.038461538461538464,8,0.0,0.75,0
0.75,all,3,0.3899892726508172,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,23,0.0,0.0,0.0,0.75,topk,5,0.01,1,0.0,3,0.003,11,rulebase,zero,2,12,tempered_current_logits,0,-0.5667070746421814,0.001,0.25,keqingrl_rule_score_scale_v1,3,93,delta-topk-zero,-0.2391304347826087,8,0.0,0.75,0
0.75,all,3,0.60671920562163,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,16,0.0,0.0,0.0,0.75,topk,5,0.01,1,0.0,3,0.003,5,rulebase,zero,2,11,tempered_current_logits,0,-0.43304408248513937,0.001,0.25,keqingrl_rule_score_scale_v1,4,93,delta-topk-zero,0.03125,8,0.0,0.75,0
0.75,all,3,0.4342097152462777,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,17,0.0,0.0,0.0,0.75,topk,5,0.01,1,0.0,3,0.003,10,rulebase,zero,2,7,tempered_current_logits,0,-0.6472399655510398,0.001,0.25,keqingrl_rule_score_scale_v1,5,93,delta-topk-zero,-0.4117647058823529,8,0.0,0.75,0
0.75,all,3,0.6458071435255737,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,29,0.0,0.0,0.0,0.75,topk,5,0.01,1,0.0,3,0.003,9,rulebase,zero,2,20,tempered_current_logits,0,-0.4823187492017088,0.001,0.25,keqingrl_rule_score_scale_v1,6,93,delta-topk-zero,0.0,8,0.0,0.75,0
0.75,all,3,0.5747955022379756,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,16,0.0,0.0,0.0,0.75,topk,5,0.01,1,0.0,3,0.003,5,rulebase,zero,2,11,tempered_current_logits,0,-0.3834358751773834,0.001,0.25,keqingrl_rule_score_scale_v1,7,93,delta-topk-zero,0.03125,8,0.0,0.75,0
0.75,all,3,0.926587720712026,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,12,0.0,0.0,0.0,0.75,topk,5,0.01,1,0.0,3,0.003,2,rulebase,zero,2,10,tempered_current_logits,0,-0.2350554714600245,0.001,0.25,keqingrl_rule_score_scale_v1,8,93,delta-topk-zero,0.25,8,0.0,0.75,0
0.75,all,3,0.5571965838058127,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,27,0.0,0.0,0.0,0.75,topk,5,0.01,1,0.0,3,0.003,9,rulebase,zero,2,18,tempered_current_logits,0,-0.4999155645017271,0.001,0.25,keqingrl_rule_score_scale_v1,9,93,delta-topk-zero,-0.07407407407407407,8,0.0,0.75,0
0.75,all,3,0.860231103170463,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,16,0.0,0.0,0.0,0.75,topk,5,0.01,1,0.0,3,0.003,2,rulebase,zero,2,14,tempered_current_logits,0,-0.41496081463992596,0.001,0.25,keqingrl_rule_score_scale_v1,10,93,delta-topk-zero,0.03125,8,0.0,0.75,0
0.75,all,3,0.7493144097296816,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,19,0.0,0.0,0.0,0.75,topk,5,0.01,1,0.0,3,0.003,7,rulebase,zero,2,12,tempered_current_logits,0,-0.4130337771616484,0.001,0.25,keqingrl_rule_score_scale_v1,11,93,delta-topk-zero,-0.02631578947368421,8,0.0,0.75,0
0.75,all,3,0.9356216728687287,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,10,0.0,0.0,0.0,0.75,topk,5,0.01,1,0.0,3,0.003,2,rulebase,zero,2,8,tempered_current_logits,0,-0.13394842743873597,0.001,0.25,keqingrl_rule_score_scale_v1,12,93,delta-topk-zero,0.45,8,0.0,0.75,0
0.75,all,3,-0.683929443359375,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,1,0.0,0.0,0.0,0.75,topk,5,0.01,1,0.0,3,0.003,1,rulebase,zero,2,0,tempered_current_logits,0,-1.3697750568389893,0.001,0.25,keqingrl_rule_score_scale_v1,13,93,delta-topk-zero,-1.5,8,0.0,0.75,0
0.75,all,3,-0.6740066409111023,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,1,0.0,0.0,0.0,0.75,topk,5,0.01,1,0.0,3,0.003,1,rulebase,zero,2,0,tempered_current_logits,0,-1.418900966644287,0.001,0.25,keqingrl_rule_score_scale_v1,14,93,delta-topk-zero,-1.5,8,0.0,0.75,0
0.75,all,3,0.1289674480756124,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,30,0.0,0.0,0.0,0.75,topk,5,0.01,2,0.0,3,0.003,16,rulebase,zero,2,14,tempered_current_logits,0,-0.5676183318098386,0.001,0.25,keqingrl_rule_score_scale_v1,1,93,delta-topk-zero,-0.36666666666666664,8,0.0,0.75,0
0.75,all,3,0.013551380146633495,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,22,0.0,0.0,0.0,0.75,topk,5,0.01,2,0.0,3,0.003,13,rulebase,zero,2,9,tempered_current_logits,0,-0.6247829415581443,0.001,0.25,keqingrl_rule_score_scale_v1,2,93,delta-topk-zero,-0.5681818181818182,8,0.0,0.75,0
0.75,all,3,-0.042016520102818804,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,15,0.0,0.0,0.0,0.75,topk,5,0.01,2,0.0,3,0.003,10,rulebase,zero,2,5,tempered_current_logits,0,-0.745869509379069,0.001,0.25,keqingrl_rule_score_scale_v1,3,93,delta-topk-zero,-0.7333333333333333,8,0.0,0.75,0
0.75,all,3,0.05696114214758078,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,24,0.0,0.0,0.0,0.75,topk,5,0.01,2,0.0,3,0.003,14,rulebase,zero,2,10,tempered_current_logits,0,-0.6142256228874127,0.001,0.25,keqingrl_rule_score_scale_v1,4,93,delta-topk-zero,-0.5208333333333334,8,0.0,0.75,0
0.75,all,3,0.16069756093479337,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,21,0.0,0.0,0.0,0.75,topk,5,0.01,2,0.0,3,0.003,11,rulebase,zero,2,10,tempered_current_logits,0,-0.49700452316375004,0.001,0.25,keqingrl_rule_score_scale_v1,5,93,delta-topk-zero,-0.42857142857142855,8,0.0,0.75,0
0.75,all,3,0.0365807125250713,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,17,0.0,0.0,0.0,0.75,topk,5,0.01,2,0.0,3,0.003,10,rulebase,zero,2,7,tempered_current_logits,0,-0.5075899629908449,0.001,0.25,keqingrl_rule_score_scale_v1,6,93,delta-topk-zero,-0.4117647058823529,8,0.0,0.75,0
0.75,all,3,0.23262889534235,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,20,0.0,0.0,0.0,0.75,topk,5,0.01,2,0.0,3,0.003,10,rulebase,zero,2,10,tempered_current_logits,0,-0.4451005607843399,0.001,0.25,keqingrl_rule_score_scale_v1,7,93,delta-topk-zero,-0.35,8,0.0,0.75,0
0.75,all,3,-0.012941653911884014,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,13,0.0,0.0,0.0,0.75,topk,5,0.01,2,0.0,3,0.003,8,rulebase,zero,2,5,tempered_current_logits,0,-0.7281433894084051,0.001,0.25,keqingrl_rule_score_scale_v1,8,93,delta-topk-zero,-0.5769230769230769,8,0.0,0.75,0
