actor_update_margin_threshold,actor_update_support_mode,actor_update_topk,advantage_mean,behavior_temperature,checkpoint_path,checkpoint_sha256,clip_eps,config_key,config_key_label,config_path,count,delta_clip,delta_clip_coef,delta_l2_coef,delta_support_margin_threshold,delta_support_mode,delta_support_topk,entropy_coef,iteration,low_rank_flip_penalty_coef,low_rank_flip_topk,lr,negative_advantage_count,opponent_mode,outside_support_delta_mode,pilot_config_id,positive_advantage_count,ratio_mode,rerun_config_id,return_mean,rule_kl_coef,rule_score_scale,rule_score_scale_version,selected_prior_rank,source_config_id,support_policy_mode,terminal_reward_mean,update_epochs,weak_margin_flip_penalty_coef,weak_margin_threshold,zero_advantage_count
0.75,all,3,-0.0031795244792412066,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,29,0.0,0.0,0.0,0.75,topk,5,0.01,2,0.0,3,0.003,18,rulebase,zero,2,11,tempered_current_logits,0,-0.700907119389238,0.001,0.25,keqingrl_rule_score_scale_v1,9,93,delta-topk-zero,-0.5689655172413793,8,0.0,0.75,0
0.75,all,3,0.5987370349466801,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,16,0.0,0.0,0.0,0.75,topk,5,0.01,2,0.0,3,0.003,5,rulebase,zero,2,11,tempered_current_logits,0,-0.11098696663975716,0.001,0.25,keqingrl_rule_score_scale_v1,10,93,delta-topk-zero,0.03125,8,0.0,0.75,0
0.75,all,3,0.010982722043991089,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,20,0.0,0.0,0.0,0.75,topk,5,0.01,2,0.0,3,0.003,11,rulebase,zero,2,9,tempered_current_logits,0,-0.6745478928089141,0.001,0.25,keqingrl_rule_score_scale_v1,11,93,delta-topk-zero,-0.45,8,0.0,0.75,0
0.75,all,3,0.22073586923735483,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,14,0.0,0.0,0.0,0.75,topk,5,0.01,2,0.0,3,0.003,7,rulebase,zero,2,7,tempered_current_logits,0,-0.47474469244480133,0.001,0.25,keqingrl_rule_score_scale_v1,12,93,delta-topk-zero,-0.35714285714285715,8,0.0,0.75,0
0.75,all,3,-0.7496085166931152,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,4,0.0,0.0,0.0,0.75,topk,5,0.01,2,0.0,3,0.003,4,rulebase,zero,2,0,tempered_current_logits,0,-1.1599532663822174,0.001,0.25,keqingrl_rule_score_scale_v1,13,93,delta-topk-zero,-1.5,8,0.0,0.75,0
0.75,all,3,-0.8915292620658875,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,1,0.0,0.0,0.0,0.75,topk,5,0.01,2,0.0,3,0.003,1,rulebase,zero,2,0,tempered_current_logits,0,-1.1134757995605469,0.001,0.25,keqingrl_rule_score_scale_v1,14,93,delta-topk-zero,-1.5,8,0.0,0.75,0
0.75,all,3,0.26366356135618807,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,99,0.0,0.0,0.0,0.75,topk,3,0.01,0,0.0,3,0.003,26,rulebase,zero,3,73,tempered_current_logits,0,-0.005909293438449051,0.001,0.25,keqingrl_rule_score_scale_v1,1,93,support-only-topk,0.1414141414141414,8,0.0,0.75,0
0.75,all,3,-0.03128739677626511,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,58,0.0,0.0,0.0,0.75,topk,3,0.01,0,0.0,3,0.003,26,rulebase,zero,3,32,tempered_current_logits,0,-0.3110360209027241,0.001,0.25,keqingrl_rule_score_scale_v1,2,93,support-only-topk,-0.23275862068965517,8,0.0,0.75,0
0.75,all,3,0.07385656699328355,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,71,0.0,0.0,0.0,0.75,topk,3,0.01,0,0.0,3,0.003,27,rulebase,zero,3,44,tempered_current_logits,0,-0.18984717886212846,0.001,0.25,keqingrl_rule_score_scale_v1,3,93,support-only-topk,-0.11971830985915492,8,0.0,0.75,0
0.75,all,3,0.5656428229028605,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,106,0.0,0.0,0.0,0.75,topk,3,0.01,1,0.0,3,0.003,38,rulebase,zero,3,68,tempered_current_logits,0,-0.7719554372553555,0.001,0.25,keqingrl_rule_score_scale_v1,1,93,support-only-topk,-0.46226415094339623,8,0.0,0.75,0
0.75,all,3,0.5997391002397139,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,54,0.0,0.0,0.0,0.75,topk,3,0.01,1,0.0,3,0.003,19,rulebase,zero,3,35,tempered_current_logits,0,-0.7001067609698685,0.001,0.25,keqingrl_rule_score_scale_v1,2,93,support-only-topk,-0.3148148148148148,8,0.0,0.75,0
0.75,all,3,0.5014767075972214,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,67,0.0,0.0,0.0,0.75,topk,3,0.01,1,0.0,3,0.003,26,rulebase,zero,3,41,tempered_current_logits,0,-0.8327658016290238,0.001,0.25,keqingrl_rule_score_scale_v1,3,93,support-only-topk,-0.4701492537313433,8,0.0,0.75,0
0.75,all,3,0.4820570507374506,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,112,0.0,0.0,0.0,0.75,topk,3,0.01,2,0.0,3,0.003,49,rulebase,zero,3,63,tempered_current_logits,0,-0.5224265654438308,0.001,0.25,keqingrl_rule_score_scale_v1,1,93,support-only-topk,-0.23214285714285715,8,0.0,0.75,0
0.75,all,3,0.3785749557328985,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,47,0.0,0.0,0.0,0.75,topk,3,0.01,2,0.0,3,0.003,21,rulebase,zero,3,26,tempered_current_logits,0,-0.5482976839263388,0.001,0.25,keqingrl_rule_score_scale_v1,2,93,support-only-topk,-0.1702127659574468,8,0.0,0.75,0
0.75,all,3,0.4104570035290505,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,56,0.0,0.0,0.0,0.75,topk,3,0.01,2,0.0,3,0.003,27,rulebase,zero,3,29,tempered_current_logits,0,-0.5509493084890502,0.001,0.25,keqingrl_rule_score_scale_v1,3,93,support-only-topk,-0.2767857142857143,8,0.0,0.75,0
0.75,all,3,0.1066703618061347,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,61,0.0,0.0,0.0,0.75,topk,5,0.01,0,0.0,3,0.003,23,rulebase,zero,4,38,tempered_current_logits,0,-0.1518493245859615,0.001,0.25,keqingrl_rule_score_scale_v1,1,93,support-only-topk,-0.13114754098360656,8,0.0,0.75,0
0.75,all,3,0.0890473474045189,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,49,0.0,0.0,0.0,0.75,topk,5,0.01,0,0.0,3,0.003,20,rulebase,zero,4,29,tempered_current_logits,0,-0.19390994006273699,0.001,0.25,keqingrl_rule_score_scale_v1,2,93,support-only-topk,-0.14285714285714285,8,0.0,0.75,0
0.75,all,3,0.07407218217849731,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,31,0.0,0.0,0.0,0.75,topk,5,0.01,0,0.0,3,0.003,11,rulebase,zero,4,20,tempered_current_logits,0,-0.1678007658450834,0.001,0.25,keqingrl_rule_score_scale_v1,3,93,support-only-topk,0.0,8,0.0,0.75,0
0.75,all,3,0.12851333133009976,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,43,0.0,0.0,0.0,0.75,topk,5,0.01,0,0.0,3,0.003,15,rulebase,zero,4,28,tempered_current_logits,0,-0.11752234052780063,0.001,0.25,keqingrl_rule_score_scale_v1,4,93,support-only-topk,-0.023255813953488372,8,0.0,0.75,0
0.75,all,3,0.021316575733098118,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,33,0.0,0.0,0.0,0.75,topk,5,0.01,0,0.0,3,0.003,13,rulebase,zero,4,20,tempered_current_logits,0,-0.22424695640802383,0.001,0.25,keqingrl_rule_score_scale_v1,5,93,support-only-topk,-0.10606060606060606,8,0.0,0.75,0
0.75,all,3,0.8111796435569564,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,62,0.0,0.0,0.0,0.75,topk,5,0.01,1,0.0,3,0.003,22,rulebase,zero,4,40,tempered_current_logits,0,-0.37284929713895243,0.001,0.25,keqingrl_rule_score_scale_v1,1,93,support-only-topk,-0.024193548387096774,8,0.0,0.75,0
0.75,all,3,0.7127945046391218,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,31,0.0,0.0,0.0,0.75,topk,5,0.01,1,0.0,3,0.003,13,rulebase,zero,4,18,tempered_current_logits,0,-0.44577761907731334,0.001,0.25,keqingrl_rule_score_scale_v1,2,93,support-only-topk,-0.20967741935483872,8,0.0,0.75,0
0.75,all,3,0.5884775437414647,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,40,0.0,0.0,0.0,0.75,topk,5,0.01,1,0.0,3,0.003,14,rulebase,zero,4,26,tempered_current_logits,0,-0.5003174141049385,0.001,0.25,keqingrl_rule_score_scale_v1,3,93,support-only-topk,-0.05,8,0.0,0.75,0
0.75,all,3,0.6691213106521621,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,39,0.0,0.0,0.0,0.75,topk,5,0.01,1,0.0,3,0.003,17,rulebase,zero,4,22,tempered_current_logits,0,-0.5247326294581095,0.001,0.25,keqingrl_rule_score_scale_v1,4,93,support-only-topk,-0.23076923076923078,8,0.0,0.75,0
0.75,all,3,0.4972072888452273,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,39,0.0,0.0,0.0,0.75,topk,5,0.01,1,0.0,3,0.003,14,rulebase,zero,4,25,tempered_current_logits,0,-0.5771795037465218,0.001,0.25,keqingrl_rule_score_scale_v1,5,93,support-only-topk,-0.16666666666666666,8,0.0,0.75,0
0.75,all,3,0.02906454323905788,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,73,0.0,0.0,0.0,0.75,topk,5,0.01,2,0.0,3,0.003,33,rulebase,zero,4,40,tempered_current_logits,0,-0.24529026407901555,0.001,0.25,keqingrl_rule_score_scale_v1,1,93,support-only-topk,-0.2602739726027397,8,0.0,0.75,0
0.75,all,3,0.05220285912112492,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,41,0.0,0.0,0.0,0.75,topk,5,0.01,2,0.0,3,0.003,17,rulebase,zero,4,24,tempered_current_logits,0,-0.2308793858420558,0.001,0.25,keqingrl_rule_score_scale_v1,2,93,support-only-topk,-0.12195121951219512,8,0.0,0.75,0
0.75,all,3,0.07150347912922883,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,39,0.0,0.0,0.0,0.75,topk,5,0.01,2,0.0,3,0.003,16,rulebase,zero,4,23,tempered_current_logits,0,-0.2820545916373913,0.001,0.25,keqingrl_rule_score_scale_v1,3,93,support-only-topk,-0.1794871794871795,8,0.0,0.75,0
0.75,all,3,-0.08309497948615782,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,31,0.0,0.0,0.0,0.75,topk,5,0.01,2,0.0,3,0.003,15,rulebase,zero,4,16,tempered_current_logits,0,-0.3771384137292062,0.001,0.25,keqingrl_rule_score_scale_v1,4,93,support-only-topk,-0.3064516129032258,8,0.0,0.75,0
0.75,all,3,0.21536981132295396,1.25,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/policy_final.pt,689ed3bc4eacbde87049309fe6a37182cffa1baa03338b8ed653ebab516854fc,0.2,"{""entropy_coef"":0.01,""lr"":3e-05,""opponent_mode"":""rulebase"",""rule_kl_coef"":0.01}",rulebase/rule_kl=0.01/entropy=0.01/lr=3e-05,reports/keqingrl_discard_research_20260425_candidates_checkpoint_rerun/configs/rerun_000_source_93/config.json,45,0.0,0.0,0.0,0.75,topk,5,0.01,2,0.0,3,0.003,16,rulebase,zero,4,29,tempered_current_logits,0,-0.12056609027915531,0.001,0.25,keqingrl_rule_score_scale_v1,5,93,support-only-topk,-0.1111111111111111,8,0.0,0.75,0
